object,object_type,fit_dataset,fit_sequences,fit_purpose,evaluation_context
B3_RIDGE_QF_QW_lag10_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult",source_validation_selection,WITHIN_EUROC
EUROC_LORO_02_V1_02_medium_B3_RIDGE_QF_QW_final,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_03_difficult,V2_01_easy,V2_02_medium,V2_03_difficult",within_loro_final_refit,WITHIN_EUROC
B2_RIDGE_QF_lag10_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag10_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag10_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag10_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag10_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag10_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag10_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag10_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag10_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag10_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag25_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag25_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag25_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag25_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag25_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag25_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag25_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag25_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag25_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag25_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag50_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag50_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag50_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag50_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag50_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag50_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag50_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag50_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag50_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag50_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag100_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag100_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag100_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag100_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag100_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag100_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag100_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag100_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag100_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B2_RIDGE_QF_lag100_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
EUROC_LORO_03_V1_03_difficult_B2_RIDGE_QF_final,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium,V2_01_easy,V2_02_medium,V2_03_difficult",within_loro_final_refit,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag10_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag25_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag50_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha1e-06_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha0.0001_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha0.01_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha1.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM1,Ridge+SourceStandardScaler,EUROC,"V2_01_easy,V2_02_medium,V2_03_difficult",source_validation_selection,WITHIN_EUROC
B3_RIDGE_QF_QW_lag100_alpha100.0_valgrp_EUROC_FIREFLY_VICON_ROOM2,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium",source_validation_selection,WITHIN_EUROC
EUROC_LORO_03_V1_03_difficult_B3_RIDGE_QF_QW_final,Ridge+SourceStandardScaler,EUROC,"V1_01_easy,V1_02_medium,V2_01_easy,V2_02_medium,V2_03_difficult",within_loro_final_refit,WITHIN_EUROC
